created_at,entry_id,field1,field2,field3,field4,field5,field6,latitude,longitude,elevation,status
2025-10-27T14:07:09+00:00,1084,526,726,26.80,65.90,482,1,,,,
2025-10-27T14:07:25+00:00,1085,626,567,20.20,41.80,386,1,,,,
2025-10-27T14:07:42+00:00,1086,743,511,27.70,44.40,370,1,,,,
2025-10-27T14:07:58+00:00,1087,502,696,29.60,36.00,462,1,,,,
2025-10-27T14:08:15+00:00,1088,579,726,19.50,50.20,257,1,,,,
2025-10-27T14:08:31+00:00,1089,451,663,24.10,57.90,632,1,,,,
2025-10-27T14:08:48+00:00,1090,576,523,20.00,35.40,595,0,,,,
2025-10-27T14:09:05+00:00,1091,531,524,27.20,63.90,826,0,,,,
2025-10-27T14:09:21+00:00,1092,656,466,23.20,71.00,286,1,,,,
2025-10-27T14:09:38+00:00,1093,457,466,23.20,40.90,839,0,,,,
2025-10-27T14:09:54+00:00,1094,533,474,24.50,68.00,394,0,,,,
2025-10-27T14:10:11+00:00,1095,515,646,27.50,50.00,881,1,,,,
2025-10-27T14:10:27+00:00,1096,482,570,24.90,65.80,220,0,,,,
2025-10-27T14:10:44+00:00,1097,585,439,19.20,67.60,421,0,,,,
2025-10-27T14:11:01+00:00,1098,472,607,23.10,46.30,556,1,,,,
2025-10-27T14:11:17+00:00,1099,736,563,18.80,52.00,860,1,,,,
2025-10-27T14:11:33+00:00,1100,749,532,23.10,69.80,393,1,,,,
2025-10-27T14:11:50+00:00,1101,504,628,25.40,43.90,788,1,,,,
2025-10-27T14:12:06+00:00,1102,742,530,27.60,55.60,392,1,,,,
2025-10-27T14:12:23+00:00,1103,702,505,25.50,47.90,340,1,,,,
2025-10-27T14:12:40+00:00,1104,736,619,24.30,63.30,253,1,,,,
2025-10-27T14:12:56+00:00,1105,573,447,26.10,72.60,410,0,,,,
2025-10-27T14:13:14+00:00,1106,743,510,27.80,61.00,416,1,,,,
2025-10-27T14:13:31+00:00,1107,635,475,21.90,51.00,760,1,,,,
2025-10-27T14:13:47+00:00,1108,550,590,24.50,40.80,872,0,,,,
2025-10-27T14:14:04+00:00,1109,611,734,22.30,42.20,776,1,,,,
2025-10-27T14:14:20+00:00,1110,628,616,21.00,65.70,530,1,,,,
2025-10-27T14:14:37+00:00,1111,578,559,23.80,44.10,420,0,,,,
2025-10-27T14:14:54+00:00,1112,551,587,29.60,72.70,449,0,,,,
2025-10-27T14:15:10+00:00,1113,709,593,22.90,67.80,765,1,,,,
2025-10-27T14:15:27+00:00,1114,582,664,26.20,58.40,364,1,,,,
2025-10-27T14:15:51+00:00,1115,742,472,18.30,60.80,673,1,,,,
2025-10-27T14:16:07+00:00,1116,620,616,21.50,64.90,243,1,,,,
2025-10-27T14:16:24+00:00,1117,530,458,22.90,39.10,493,0,,,,
2025-10-27T14:16:45+00:00,1118,677,586,27.40,48.80,384,1,,,,
2025-10-27T14:17:01+00:00,1119,643,621,25.70,47.50,890,1,,,,
2025-10-27T14:17:18+00:00,1120,731,460,26.30,41.50,594,1,,,,
2025-10-27T14:17:35+00:00,1121,719,609,24.80,53.10,723,1,,,,
2025-10-27T14:17:52+00:00,1122,502,552,23.70,40.40,476,0,,,,
2025-10-27T14:18:09+00:00,1123,711,689,26.80,74.30,646,1,,,,
2025-10-27T14:18:25+00:00,1124,622,656,20.10,36.60,582,1,,,,
2025-10-27T14:18:42+00:00,1125,727,560,25.30,55.10,371,1,,,,
2025-10-27T14:18:59+00:00,1126,531,521,25.50,39.40,342,0,,,,
2025-10-27T14:19:16+00:00,1127,568,626,24.30,54.80,835,1,,,,
2025-10-27T14:19:32+00:00,1128,682,470,23.30,58.30,529,1,,,,
2025-10-27T14:19:49+00:00,1129,686,439,25.30,66.80,707,1,,,,
2025-10-27T14:20:06+00:00,1130,541,589,19.20,57.50,548,0,,,,
2025-10-27T14:20:22+00:00,1131,547,481,23.20,70.80,869,0,,,,
2025-10-27T14:20:39+00:00,1132,513,527,27.10,44.20,893,0,,,,
2025-10-27T14:20:56+00:00,1133,642,719,26.60,72.70,684,1,,,,
2025-10-27T14:21:13+00:00,1134,622,667,22.80,47.50,322,1,,,,
2025-10-27T14:21:30+00:00,1135,657,726,23.00,50.70,303,1,,,,
2025-10-27T14:21:46+00:00,1136,589,486,18.30,47.90,240,0,,,,
2025-10-27T14:22:03+00:00,1137,467,650,18.60,48.20,562,1,,,,
2025-10-27T14:22:20+00:00,1138,513,673,29.60,70.70,752,1,,,,
2025-10-27T14:22:37+00:00,1139,681,581,24.10,66.80,877,1,,,,
2025-10-27T14:22:54+00:00,1140,543,646,25.90,67.50,375,1,,,,
2025-10-27T14:23:11+00:00,1141,511,632,23.70,46.20,499,1,,,,
2025-10-27T14:23:28+00:00,1142,524,444,24.90,67.80,583,0,,,,
2025-10-27T14:23:46+00:00,1143,724,656,21.20,36.20,551,1,,,,
2025-10-27T14:24:04+00:00,1144,704,557,25.20,55.50,727,1,,,,
2025-10-27T14:24:20+00:00,1145,635,693,26.20,69.00,757,1,,,,
2025-10-27T14:24:38+00:00,1146,561,733,19.30,62.20,631,1,,,,
2025-10-27T14:24:54+00:00,1147,620,544,29.30,54.40,835,1,,,,
2025-10-27T14:25:11+00:00,1148,523,612,27.70,71.30,378,1,,,,
2025-10-27T14:25:28+00:00,1149,565,519,29.10,57.70,892,0,,,,
2025-10-27T14:25:45+00:00,1150,536,580,25.10,56.30,330,0,,,,
2025-10-27T14:26:02+00:00,1151,719,648,22.60,56.10,517,1,,,,
2025-10-27T14:26:19+00:00,1152,736,584,26.00,60.70,709,1,,,,
2025-10-27T14:26:36+00:00,1153,477,564,18.20,46.70,781,0,,,,
2025-10-27T14:26:52+00:00,1154,494,566,21.30,56.90,772,0,,,,
2025-10-27T14:27:09+00:00,1155,548,563,28.80,40.10,743,0,,,,
2025-10-27T14:27:26+00:00,1156,669,431,24.40,60.30,308,1,,,,
2025-10-27T14:27:43+00:00,1157,530,522,18.70,54.00,868,0,,,,
2025-10-27T14:28:01+00:00,1158,586,438,28.20,68.30,344,0,,,,
2025-10-27T14:28:18+00:00,1159,489,678,22.60,44.90,454,1,,,,
2025-10-27T14:28:35+00:00,1160,646,672,21.60,51.80,371,1,,,,
2025-10-27T14:28:51+00:00,1161,505,624,23.50,60.90,387,1,,,,
2025-10-27T14:29:08+00:00,1162,705,669,28.40,41.40,859,1,,,,
2025-10-27T14:29:26+00:00,1163,588,471,19.60,56.80,657,0,,,,
2025-10-27T14:29:43+00:00,1164,730,641,25.70,49.60,730,1,,,,
2025-10-27T14:30:00+00:00,1165,520,579,27.20,58.70,886,0,,,,
2025-10-27T14:30:17+00:00,1166,543,710,26.20,63.50,704,1,,,,
2025-10-27T14:30:34+00:00,1167,550,738,26.20,42.00,580,1,,,,
2025-10-27T14:30:52+00:00,1168,705,495,22.20,42.70,373,1,,,,
2025-10-27T14:31:09+00:00,1169,723,558,18.00,36.00,251,1,,,,
2025-10-27T14:31:27+00:00,1170,532,445,18.10,69.00,541,0,,,,
2025-10-27T14:31:43+00:00,1171,677,525,25.90,67.70,404,1,,,,
2025-10-27T14:32:04+00:00,1172,733,737,24.30,48.50,575,1,,,,
2025-10-27T14:32:21+00:00,1173,748,583,28.00,56.60,561,1,,,,
2025-10-27T14:32:39+00:00,1174,685,538,27.00,35.30,319,1,,,,
2025-10-27T14:32:55+00:00,1175,467,542,18.10,44.50,726,0,,,,
2025-10-27T14:33:17+00:00,1176,515,525,23.30,49.60,476,0,,,,
2025-10-27T14:33:35+00:00,1177,728,456,24.20,68.40,340,1,,,,
2025-10-27T14:33:53+00:00,1178,472,455,23.80,63.50,635,0,,,,
2025-10-27T14:34:10+00:00,1179,582,654,21.40,67.00,722,1,,,,
2025-10-27T14:34:28+00:00,1180,630,462,24.80,69.90,776,1,,,,
2025-10-27T14:34:46+00:00,1181,695,689,19.80,61.20,894,1,,,,
2025-10-27T14:35:04+00:00,1182,520,624,18.50,64.70,445,1,,,,
2025-10-27T14:35:23+00:00,1183,619,603,22.30,64.00,228,1,,,,
2025-10-27T14:35:40+00:00,1184,478,702,28.80,39.00,508,1,,,,
2025-10-27T14:35:57+00:00,1185,619,611,28.20,39.80,457,1,,,,
2025-10-27T14:36:18+00:00,1186,501,673,21.90,48.50,753,1,,,,
2025-10-27T14:36:36+00:00,1187,460,479,20.00,37.60,813,0,,,,
2025-10-27T14:36:53+00:00,1188,729,617,28.00,63.20,851,1,,,,
2025-10-27T14:37:10+00:00,1189,469,504,29.10,72.10,644,0,,,,
2025-10-27T14:37:27+00:00,1190,496,613,22.90,47.10,299,1,,,,
2025-10-27T14:37:47+00:00,1191,661,574,26.70,41.50,848,1,,,,
2025-10-27T14:38:05+00:00,1192,737,571,19.00,47.70,816,1,,,,
2025-10-27T14:38:22+00:00,1193,679,480,18.70,67.10,505,1,,,,
2025-10-27T14:38:39+00:00,1194,729,666,19.20,52.30,460,1,,,,
2025-10-27T14:38:58+00:00,1195,516,708,25.40,59.70,343,1,,,,
2025-10-27T14:39:19+00:00,1196,461,452,21.20,69.70,743,0,,,,
2025-10-27T14:39:36+00:00,1197,714,587,21.70,40.30,222,1,,,,
2025-10-27T14:39:54+00:00,1198,660,616,29.40,65.70,223,1,,,,
2025-10-27T14:40:12+00:00,1199,563,517,22.80,42.50,508,0,,,,
2025-10-27T14:40:30+00:00,1200,703,607,24.10,55.10,377,1,,,,
2025-10-27T14:40:48+00:00,1201,667,682,21.30,57.40,237,1,,,,
2025-10-27T14:41:05+00:00,1202,682,476,25.10,49.60,760,1,,,,
2025-10-27T14:41:26+00:00,1203,731,659,26.00,39.40,281,1,,,,
2025-10-27T14:41:43+00:00,1204,554,629,28.10,61.40,554,1,,,,
2025-10-27T14:42:00+00:00,1205,467,677,26.70,39.90,292,1,,,,
2025-10-27T14:42:18+00:00,1206,495,687,25.20,37.50,701,1,,,,
2025-10-27T14:42:36+00:00,1207,628,592,27.60,47.60,411,1,,,,
2025-10-27T14:42:54+00:00,1208,488,680,29.40,70.20,440,1,,,,
2025-10-27T14:43:10+00:00,1209,695,573,19.90,72.30,524,1,,,,
2025-10-27T14:43:28+00:00,1210,525,561,20.10,50.30,355,0,,,,
2025-10-27T14:44:06+00:00,1211,633,483,29.20,57.30,537,1,,,,
2025-10-27T14:44:27+00:00,1212,510,577,27.70,46.00,411,0,,,,
2025-10-27T14:44:50+00:00,1213,740,529,20.80,40.40,493,1,,,,
2025-10-27T14:45:07+00:00,1214,513,512,21.50,66.30,825,0,,,,
2025-10-27T14:45:25+00:00,1215,492,634,24.90,51.20,824,1,,,,
2025-10-27T14:45:44+00:00,1216,505,705,26.70,71.60,419,1,,,,
2025-10-27T14:46:02+00:00,1217,719,606,26.00,51.90,447,1,,,,
2025-10-27T14:46:19+00:00,1218,557,523,23.90,67.90,505,0,,,,
2025-10-27T14:46:37+00:00,1219,728,510,29.40,60.80,492,1,,,,
2025-10-27T14:46:55+00:00,1220,538,641,20.70,60.70,422,1,,,,
2025-10-27T14:47:12+00:00,1221,666,574,29.80,40.30,383,1,,,,
2025-10-27T14:47:29+00:00,1222,517,558,19.30,67.00,469,0,,,,
2025-10-27T14:47:47+00:00,1223,685,587,18.00,54.50,803,1,,,,
2025-10-27T14:48:04+00:00,1224,670,583,20.10,36.20,549,1,,,,
2025-10-27T14:48:22+00:00,1225,620,664,23.50,48.70,581,1,,,,
2025-10-27T14:48:42+00:00,1226,471,489,22.10,56.80,528,0,,,,
2025-10-27T14:48:59+00:00,1227,614,459,18.50,37.10,435,1,,,,
2025-10-27T14:49:17+00:00,1228,659,703,21.00,56.30,739,1,,,,
2025-10-27T14:49:35+00:00,1229,495,483,20.00,61.10,837,0,,,,
2025-10-27T14:49:52+00:00,1230,470,735,28.40,36.90,454,1,,,,
2025-10-27T14:50:09+00:00,1231,609,504,19.00,59.60,457,1,,,,
2025-10-27T14:50:27+00:00,1232,464,505,21.30,65.90,264,0,,,,
2025-10-27T14:50:45+00:00,1233,675,718,21.10,48.70,209,1,,,,
2025-10-27T14:51:03+00:00,1234,450,543,25.80,62.50,489,0,,,,
2025-10-27T14:51:20+00:00,1235,485,585,21.10,57.10,409,0,,,,
2025-10-27T14:51:37+00:00,1236,522,507,20.60,61.20,260,0,,,,
2025-10-27T14:51:55+00:00,1237,499,447,27.40,59.50,629,0,,,,
2025-10-27T14:52:11+00:00,1238,747,483,25.60,38.60,564,1,,,,
2025-10-27T14:52:28+00:00,1239,550,529,19.40,41.20,482,0,,,,
2025-10-27T14:52:47+00:00,1240,481,692,24.40,58.40,400,1,,,,
2025-10-27T14:53:04+00:00,1241,581,528,21.10,42.60,696,0,,,,
2025-10-27T14:53:21+00:00,1242,567,489,28.40,71.30,527,0,,,,
2025-10-27T14:53:38+00:00,1243,694,465,20.10,35.80,774,1,,,,
2025-10-27T14:53:55+00:00,1244,736,677,21.20,73.70,547,1,,,,
2025-10-27T14:54:12+00:00,1245,647,592,24.10,72.50,607,1,,,,
2025-10-27T14:54:29+00:00,1246,454,674,18.20,52.70,354,1,,,,
2025-10-27T14:54:47+00:00,1247,744,449,28.50,37.20,281,1,,,,
2025-10-27T14:55:04+00:00,1248,632,592,19.90,39.40,763,1,,,,
2025-10-27T14:55:21+00:00,1249,583,478,24.00,61.20,555,0,,,,
2025-10-27T14:55:38+00:00,1250,593,669,26.20,44.90,266,1,,,,
2025-10-27T14:55:55+00:00,1251,535,556,25.50,70.80,432,0,,,,
2025-10-27T14:56:11+00:00,1252,698,688,27.90,52.80,436,1,,,,
2025-10-27T14:56:29+00:00,1253,495,586,26.00,55.40,700,0,,,,
2025-10-27T14:58:13+00:00,1254,598,469,27.70,43.00,246,0,,,,
2025-10-27T14:58:33+00:00,1255,538,541,20.20,56.50,447,0,,,,
2025-10-27T14:58:53+00:00,1256,511,671,26.60,74.40,204,1,,,,
2025-10-27T14:59:09+00:00,1257,472,498,23.10,72.20,837,0,,,,
2025-10-27T14:59:48+00:00,1258,514,669,20.60,41.70,515,1,,,,
2025-10-27T15:00:51+00:00,1259,748,576,22.90,36.30,411,1,,,,
2025-10-27T15:01:10+00:00,1260,517,456,22.90,42.90,540,0,,,,
2025-10-27T15:01:30+00:00,1261,550,501,20.10,54.30,651,0,,,,
2025-10-27T15:01:47+00:00,1262,527,567,22.00,48.70,436,0,,,,
2025-10-27T15:02:04+00:00,1263,641,623,27.80,43.70,367,1,,,,
2025-10-27T15:02:20+00:00,1264,620,511,18.40,63.60,400,1,,,,
2025-10-27T15:02:37+00:00,1265,719,442,21.80,36.30,369,1,,,,
2025-10-27T15:02:54+00:00,1266,504,572,19.60,44.40,345,0,,,,
2025-10-27T15:03:10+00:00,1267,633,501,26.20,46.80,750,1,,,,
2025-10-27T15:03:27+00:00,1268,576,468,29.10,49.40,560,0,,,,
2025-10-27T15:03:44+00:00,1269,666,643,20.30,64.10,869,1,,,,
2025-10-27T15:04:01+00:00,1270,457,622,28.80,45.20,474,1,,,,
2025-10-27T15:04:20+00:00,1271,725,527,27.90,40.80,538,1,,,,
2025-10-27T15:04:37+00:00,1272,454,450,23.40,35.10,874,0,,,,
2025-10-27T15:04:54+00:00,1273,574,528,24.80,39.40,760,0,,,,
2025-10-27T15:05:10+00:00,1274,512,714,28.10,38.00,759,1,,,,
2025-10-27T15:05:27+00:00,1275,556,624,21.90,40.60,374,1,,,,
2025-10-27T15:05:43+00:00,1276,584,647,18.30,47.70,525,1,,,,
2025-10-27T15:06:00+00:00,1277,688,557,19.90,42.60,461,1,,,,
2025-10-27T15:06:17+00:00,1278,610,483,18.30,64.90,568,1,,,,
2025-10-27T15:06:33+00:00,1279,482,558,22.80,36.50,539,0,,,,
2025-10-27T15:06:50+00:00,1280,705,509,29.70,48.20,730,1,,,,
2025-10-27T15:07:07+00:00,1281,564,595,24.10,58.10,591,0,,,,
2025-10-27T15:07:24+00:00,1282,671,574,19.00,68.50,459,1,,,,
2025-10-27T15:07:41+00:00,1283,513,542,26.50,41.30,389,0,,,,
2025-10-27T15:07:57+00:00,1284,466,672,29.50,64.60,384,1,,,,
2025-10-27T15:08:14+00:00,1285,588,723,26.20,49.20,664,1,,,,
2025-10-27T15:08:31+00:00,1286,488,527,21.10,60.80,328,0,,,,
2025-10-27T15:08:47+00:00,1287,454,566,22.10,65.20,637,0,,,,
2025-10-27T15:09:04+00:00,1288,534,731,23.60,60.60,268,1,,,,
2025-10-27T15:09:20+00:00,1289,704,653,20.80,69.20,290,1,,,,
2025-10-27T15:09:37+00:00,1290,559,715,29.30,72.30,436,1,,,,
2025-10-27T15:09:54+00:00,1291,489,679,28.70,47.30,542,1,,,,
2025-10-27T15:10:11+00:00,1292,592,609,29.60,59.40,476,1,,,,
2025-10-27T15:10:27+00:00,1293,501,576,19.60,55.70,406,0,,,,
2025-10-27T15:10:44+00:00,1294,593,576,19.30,63.00,353,0,,,,
2025-10-27T15:11:00+00:00,1295,452,635,22.70,60.00,848,1,,,,
2025-10-27T15:11:17+00:00,1296,651,712,29.30,66.60,801,1,,,,
2025-10-27T15:11:34+00:00,1297,646,739,20.00,37.60,296,1,,,,
2025-10-27T15:11:50+00:00,1298,484,520,24.50,70.60,314,0,,,,
2025-10-27T15:12:07+00:00,1299,507,532,29.90,38.40,831,0,,,,
2025-10-27T15:12:23+00:00,1300,518,521,22.60,72.10,568,0,,,,
2025-10-27T15:12:40+00:00,1301,452,719,23.90,48.30,300,1,,,,
2025-10-27T15:12:57+00:00,1302,684,442,23.70,70.50,655,1,,,,
2025-10-27T15:13:13+00:00,1303,685,637,21.10,53.40,319,1,,,,
2025-10-27T15:13:30+00:00,1304,622,598,28.20,64.60,320,1,,,,
2025-10-27T15:13:47+00:00,1305,647,662,18.70,40.00,746,1,,,,
2025-10-27T15:14:04+00:00,1306,503,717,20.30,54.10,681,1,,,,
2025-10-27T15:14:20+00:00,1307,642,666,25.00,39.30,596,1,,,,
2025-10-27T15:14:37+00:00,1308,749,648,24.00,55.50,815,1,,,,
2025-10-27T15:14:53+00:00,1309,644,667,26.90,68.80,370,1,,,,
2025-10-27T15:15:10+00:00,1310,524,549,21.60,49.80,408,0,,,,
2025-10-27T15:15:27+00:00,1311,579,628,18.10,55.20,896,1,,,,
2025-10-27T15:15:44+00:00,1312,717,591,26.90,37.80,375,1,,,,
2025-10-27T15:16:00+00:00,1313,695,472,24.60,47.10,403,1,,,,
2025-10-27T15:16:19+00:00,1314,730,579,28.80,68.70,222,1,,,,
2025-10-27T15:16:36+00:00,1315,506,651,18.70,74.00,754,1,,,,
2025-10-27T15:16:53+00:00,1316,554,564,21.30,59.50,663,0,,,,
2025-10-27T15:17:09+00:00,1317,706,533,26.10,49.70,501,1,,,,
2025-10-27T15:17:26+00:00,1318,479,499,19.80,60.70,473,0,,,,
2025-10-27T15:17:43+00:00,1319,528,570,21.80,61.30,817,0,,,,
2025-10-27T15:17:59+00:00,1320,521,662,21.80,71.10,661,1,,,,
2025-10-27T15:18:16+00:00,1321,736,639,23.90,44.20,727,1,,,,
2025-10-27T15:18:32+00:00,1322,656,554,25.00,53.70,605,1,,,,
2025-10-27T15:18:49+00:00,1323,487,437,26.00,49.80,686,0,,,,
2025-10-27T15:19:06+00:00,1324,725,465,19.70,73.40,782,1,,,,
2025-10-27T15:19:23+00:00,1325,675,676,25.10,67.70,497,1,,,,
2025-10-27T15:19:39+00:00,1326,663,548,26.30,40.50,234,1,,,,
2025-10-27T15:19:56+00:00,1327,718,700,22.20,53.60,689,1,,,,
2025-10-27T15:20:13+00:00,1328,673,461,21.80,42.90,461,1,,,,
2025-10-27T15:20:29+00:00,1329,571,731,22.00,47.00,361,1,,,,
2025-10-27T15:20:46+00:00,1330,569,523,23.30,68.30,636,0,,,,
2025-10-27T15:21:03+00:00,1331,670,434,24.80,53.00,617,1,,,,
2025-10-27T15:21:20+00:00,1332,499,454,24.20,73.10,337,0,,,,
2025-10-27T15:21:36+00:00,1333,721,709,27.50,41.40,368,1,,,,
2025-10-27T15:21:53+00:00,1334,612,442,21.80,47.50,619,1,,,,
2025-10-27T15:22:10+00:00,1335,469,656,24.30,63.90,609,1,,,,
2025-10-27T15:22:26+00:00,1336,625,584,19.30,47.80,225,1,,,,
2025-10-27T15:22:43+00:00,1337,684,618,19.70,54.50,585,1,,,,
2025-10-27T15:23:00+00:00,1338,616,568,27.10,57.30,328,1,,,,
2025-10-27T15:23:16+00:00,1339,713,505,20.20,69.60,820,1,,,,
2025-10-27T15:23:34+00:00,1340,517,581,29.90,65.60,216,0,,,,
2025-10-27T15:23:51+00:00,1341,679,734,19.30,63.60,833,1,,,,
2025-10-27T15:24:08+00:00,1342,541,656,29.20,43.70,354,1,,,,
2025-10-27T15:24:24+00:00,1343,735,663,27.60,69.10,892,1,,,,
2025-10-27T15:24:41+00:00,1344,489,570,21.80,37.50,799,0,,,,
2025-10-27T15:24:58+00:00,1345,592,495,22.80,52.00,426,0,,,,
2025-10-27T15:25:15+00:00,1346,705,622,23.80,47.70,449,1,,,,
2025-10-27T15:25:31+00:00,1347,714,484,21.80,41.00,662,1,,,,
2025-10-27T15:25:48+00:00,1348,487,527,21.30,56.00,772,0,,,,
2025-10-27T15:26:04+00:00,1349,676,538,29.20,72.10,204,1,,,,
2025-10-27T15:26:21+00:00,1350,549,691,21.90,73.80,720,1,,,,
2025-10-27T15:26:37+00:00,1351,514,601,21.90,44.10,284,1,,,,
2025-10-27T15:26:54+00:00,1352,688,680,29.60,54.50,357,1,,,,
2025-10-27T15:27:11+00:00,1353,644,630,26.00,73.50,390,1,,,,
2025-10-27T15:27:28+00:00,1354,648,566,29.90,36.00,623,1,,,,
2025-10-27T15:27:45+00:00,1355,692,635,25.60,45.90,243,1,,,,
2025-10-27T15:28:01+00:00,1356,740,587,19.20,43.00,879,1,,,,
2025-10-27T15:28:18+00:00,1357,452,664,21.50,67.30,607,1,,,,
2025-10-27T15:28:35+00:00,1358,546,734,25.00,71.00,881,1,,,,
2025-10-27T15:28:52+00:00,1359,546,660,28.80,53.30,865,1,,,,
2025-10-27T15:29:08+00:00,1360,585,661,22.80,46.30,231,1,,,,
2025-10-27T15:29:25+00:00,1361,601,458,24.60,40.70,866,1,,,,
2025-10-27T15:29:41+00:00,1362,645,583,26.60,36.60,499,1,,,,
2025-10-27T15:29:58+00:00,1363,617,734,25.30,41.80,866,1,,,,
2025-10-27T15:30:14+00:00,1364,563,672,28.00,62.80,556,1,,,,
2025-10-27T15:30:30+00:00,1365,601,500,22.70,71.90,348,1,,,,
2025-10-27T15:30:48+00:00,1366,505,660,20.90,51.30,768,1,,,,
2025-10-27T15:31:05+00:00,1367,725,591,20.50,73.30,515,1,,,,
2025-10-27T15:31:21+00:00,1368,465,557,18.80,57.90,452,0,,,,
2025-10-27T15:31:38+00:00,1369,640,669,27.40,35.20,854,1,,,,
2025-10-27T15:31:54+00:00,1370,639,544,25.70,51.00,321,1,,,,
2025-10-27T15:32:11+00:00,1371,520,490,24.00,44.80,480,0,,,,
2025-10-27T15:32:28+00:00,1372,546,619,20.10,46.40,855,1,,,,
2025-10-27T15:32:44+00:00,1373,601,671,29.60,40.10,598,1,,,,
2025-10-27T15:33:01+00:00,1374,523,702,29.30,46.30,635,1,,,,
2025-10-27T15:33:18+00:00,1375,581,721,18.90,56.00,486,1,,,,
2025-10-27T15:33:35+00:00,1376,548,697,18.20,45.20,776,1,,,,
2025-10-27T15:33:52+00:00,1377,588,600,25.20,71.40,457,0,,,,
2025-10-27T15:34:09+00:00,1378,652,561,20.80,72.10,861,1,,,,
2025-10-27T15:34:25+00:00,1379,630,436,27.00,71.60,610,1,,,,
2025-10-27T15:34:42+00:00,1380,678,592,27.90,56.70,616,1,,,,
2025-10-27T15:34:58+00:00,1381,587,526,26.40,36.00,289,0,,,,
2025-10-27T15:35:15+00:00,1382,539,541,21.00,45.90,590,0,,,,
2025-10-27T15:35:31+00:00,1383,653,448,23.50,61.80,786,1,,,,
2025-10-27T15:35:49+00:00,1384,492,439,26.50,52.40,375,0,,,,
2025-10-27T15:36:05+00:00,1385,588,675,23.00,37.20,840,1,,,,
2025-10-27T15:36:21+00:00,1386,508,739,23.20,70.10,662,1,,,,
2025-10-27T15:36:38+00:00,1387,457,520,23.00,73.10,466,0,,,,
2025-10-27T15:36:54+00:00,1388,530,718,19.20,71.30,734,1,,,,
2025-10-27T15:37:11+00:00,1389,688,599,28.20,68.70,421,1,,,,
2025-10-27T15:37:27+00:00,1390,605,715,23.40,49.10,671,1,,,,
2025-10-27T15:37:43+00:00,1391,714,583,24.90,63.40,441,1,,,,
2025-10-27T15:38:00+00:00,1392,552,730,27.80,51.20,585,1,,,,
2025-10-27T15:38:16+00:00,1393,673,644,25.40,64.30,588,1,,,,
2025-10-27T15:38:33+00:00,1394,685,485,26.90,39.40,431,1,,,,
2025-10-27T15:38:49+00:00,1395,571,657,22.00,64.20,539,1,,,,
2025-10-27T15:39:06+00:00,1396,590,571,24.30,56.20,699,0,,,,
2025-10-27T15:39:22+00:00,1397,599,652,28.00,70.20,317,1,,,,
2025-10-27T15:39:39+00:00,1398,509,518,29.40,57.20,599,0,,,,
2025-10-27T15:39:55+00:00,1399,617,650,28.20,40.40,653,1,,,,
2025-10-27T15:40:11+00:00,1400,712,578,18.20,38.00,304,1,,,,
2025-10-27T15:40:28+00:00,1401,494,611,26.60,68.70,686,1,,,,
2025-10-27T15:40:44+00:00,1402,619,436,23.50,51.40,748,1,,,,
2025-10-27T15:41:01+00:00,1403,665,647,23.10,61.10,878,1,,,,
2025-10-27T15:41:17+00:00,1404,661,627,23.30,70.40,624,1,,,,
2025-10-27T15:41:35+00:00,1405,466,492,21.10,53.60,714,0,,,,
2025-10-27T15:41:51+00:00,1406,533,432,27.00,45.90,723,0,,,,
2025-10-27T15:42:08+00:00,1407,747,456,29.80,37.90,667,1,,,,
2025-10-27T15:42:24+00:00,1408,733,536,28.90,63.30,699,1,,,,
2025-10-27T15:42:41+00:00,1409,553,613,21.80,47.70,290,1,,,,
2025-10-27T15:42:57+00:00,1410,467,713,28.00,66.90,411,1,,,,
2025-10-27T15:43:13+00:00,1411,617,721,27.40,38.90,278,1,,,,
2025-10-27T15:43:30+00:00,1412,534,436,21.90,61.30,338,0,,,,
2025-10-27T15:43:46+00:00,1413,524,463,24.10,40.90,618,0,,,,
2025-10-27T15:44:03+00:00,1414,684,554,29.10,58.10,606,1,,,,
2025-10-27T15:44:19+00:00,1415,512,694,24.80,39.20,387,1,,,,
2025-10-27T15:44:36+00:00,1416,611,631,18.70,49.50,257,1,,,,
2025-10-27T15:44:52+00:00,1417,639,520,22.70,70.70,823,1,,,,
2025-10-27T15:45:09+00:00,1418,489,456,18.10,39.80,753,0,,,,
2025-10-27T15:45:25+00:00,1419,529,539,21.90,73.70,654,0,,,,
2025-10-27T15:45:42+00:00,1420,500,688,25.20,53.90,560,1,,,,
2025-10-27T15:45:58+00:00,1421,463,728,22.80,39.30,338,1,,,,
2025-10-27T15:46:15+00:00,1422,482,656,25.90,36.60,406,1,,,,
2025-10-27T15:46:31+00:00,1423,515,695,23.30,60.80,550,1,,,,
2025-10-27T15:46:48+00:00,1424,698,657,19.00,72.30,609,1,,,,
2025-10-27T15:47:05+00:00,1425,542,663,26.10,45.50,329,1,,,,
2025-10-27T15:47:22+00:00,1426,604,455,22.80,38.50,461,1,,,,
2025-10-27T15:47:39+00:00,1427,552,583,18.00,66.70,504,0,,,,
2025-10-27T15:47:55+00:00,1428,491,501,28.40,66.20,627,0,,,,
2025-10-27T15:48:11+00:00,1429,585,583,27.50,55.10,426,0,,,,
2025-10-27T15:48:28+00:00,1430,496,673,22.40,68.90,524,1,,,,
2025-10-27T15:48:44+00:00,1431,699,446,24.40,48.80,535,1,,,,
